answer_id,visit_id,question_id,campaign_code,intervention_point_code,question_type,answer,expected_answer,created_at,updated_at_sys
2236,428,141,CAM00018,PDV000015,S,6,,2026-05-12,2026-05-17
2237,428,146,CAM00018,PDV000015,M,,,2026-05-12,2026-05-17
2238,429,147,CAM00018,PDV000107,T,Pendiente de confirmar,,2026-02-06,2026-02-16
2239,429,139,CAM00018,PDV000107,S,"0, No tienen stock",,2026-02-06,2026-02-16
2240,429,142,CAM00018,PDV000107,,"0, No tienen stock",,2026-02-06,2026-02-16
2241,429,144,CAM00018,PDV000107,M,Mejora planograma,,2026-02-06,2026-02-16
2242,429,140,CAM00018,PDV000107,S,Si,,2026-02-06,2026-02-16
2243,429,146,CAM00018,PDV000107,M,Ampliar facings,,2026-02-06,2026-02-16
2244,429,143,CAM00018,PDV000107,T,Pendiente de confirmar,Si,2026-02-06,2026-02-16
2245,429,137,CAM00018,PDV000107,T,OK,,2026-02-06,2026-02-16
2246,429,141,CAM00018,PDV000107,S,2,,2026-02-06,2026-02-16
2247,429,138,CAM00018,PDV000107,S,Farmacia de pueblo,,2026-02-06,2026-02-16
2248,429,145,CAM00018,PDV000107,T,Pendiente de confirmar,,2026-02-06,2026-02-16
2249,430,141,CAM00018,PDV000100,S,3 ,,2026-04-17,2026-05-11
2250,430,142,CAM00018,PDV000100,S,"0, No tienen stock",,2026-04-17,2026-05-11
2251,430,137,CAM00018,PDV000100,T,Sin comentarios,,2026-04-17,2026-05-11
2252,430,144,CAM00018,PDV000100,M,Ampliar facings,,2026-04-17,2026-05-11
2253,430,140,CAM00018,PDV000100,S,No,,2026-04-17,2026-05-11
2254,430,147,CAM00018,PDV000100,T,Farmacéutico adjunto,,2026-04-17,2026-05-11
2255,430,138,CAM00018,PDV000100,S,Otro,,2026-04-17,2026-05-11
2256,431,138,CAM00018,PDV000180,S,Farmacia blanca ,,2026-02-23,2026-04-22
2257,431,145,CAM00018,PDV000180,T,Sin comentarios,,2026-02-23,2026-04-22
2258,431,139,CAM00018,PDV000180,S,"0, No tienen stock",,2026-02-23,2026-04-22
2259,431,140,CAM00018,PDV000180,S,Si,No,2026-02-23,2026-04-22
2260,431,147,CAM00018,PDV000180,T,OK,,2026-02-23,2026-04-22
2261,431,142,CAM00018,PDV000180,S,"0, No tienen stock",,2026-02-23,2026-04-22
2262,431,143,CAM00018,PDV000180,T,Pendiente de confirmar,Si,2026-02-23,2026-04-22
2263,432,139,CAM00018,PDV000051,S,4,No,2026-03-16,2026-03-27
2264,432,146,CAM00018,PDV000051,M,Ampliar facings,Si,2026-03-16,2026-03-27
2265,432,,CAM00018,PDV000051,T,Pendiente de confirmar,Si,2026-03-16,2026-03-27
2266,432,141,CAM00018,PDV000051,S,5,,2026-03-16,2026-03-27
2267,432,147,CAM00018,PDV000051,T,Titular disponible,Si,2026-03-16,2026-03-27
2268,432,144,CAM00018,PDV000051,M,Ampliar facings,Si,2026-03-16,2026-03-27
2269,432,140,CAM00018,PDV000051,S,Si,,2026-03-16,2026-03-27
2270,433,142,CAM00018,PDV000226,S,4,,2026-03-19,2026-04-25
2271,433,147,CAM00018,PDV000226,T,Sin comentarios,,2026-03-19,2026-04-25
2272,433,144,CAM00018,PDV000226,M,Segundo espacio,,2026-03-19,2026-04-25
2273,433,143,CAM00018,PDV000226,T,Auxiliar de farmacia,,2026-03-19,2026-04-25
2274,433,146,CAM00018,PDV000226,M,,,2026-03-19,2026-04-25
2275,433,140,CAM00018,PDV000226,S,Si,Si,2026-03-19,2026-04-25
2276,433,141,CAM00018,PDV000226,S,1,No,2026-03-19,2026-04-25
2277,434,142,CAM00018,PDV000132,S,7,Si,2026-05-12,2026-05-19
2278,434,138,CAM00018,PDV000132,S,Farmacia con producto expuesto,,2026-05-12,2026-05-19
2279,434,144,CAM00018,PDV000132,M,Ampliar facings ,Si,2026-05-12,2026-05-19
2280,434,139,CAM00018,PDV000132,S,5,,2026-05-12,2026-05-19
2281,434,137,CAM00018,PDV000132,T,Titular disponible,,2026-05-12,2026-05-19
2282,434,143,CAM00018,PDV000132,T,Auxiliar de farmacia,,2026-05-12,2026-05-19
2283,434,147,CAM00018,PDV000132,T,,,2026-05-12,2026-05-19
2284,435,,CAM00018,PDV000057,S,6,No,2026-03-01,2026-03-06
2285,435,143,CAM00018,PDV000057,T,Farmacéutico adjunto,,2026-03-01,2026-03-06
2286,435,146,CAM00018,PDV000057,M,Sacar del cajon,No,2026-03-01,2026-03-06
2287,435,145,CAM00018,PDV000057,,Farmacéutico adjunto,,2026-03-01,2026-03-06
2288,435,147,CAM00018,PDV000057,T,Pendiente de confirmar,Si,2026-03-01,2026-03-06
2289,435,139,CAM00018,PDV000057,S,7,,2026-03-01,2026-03-06
2290,435,137,CAM00018,PDV000057,T,Sin comentarios,,2026-03-01,2026-03-06
2291,436,146,CAM00018,PDV000177,M,Segundo espacio,,2026-05-06,2026-05-15
2292,436,142,CAM00018,PDV000177,,9,,2026-05-06,2026-05-15
2293,436,139,CAM00018,PDV000177,S,6,No,2026-05-06,2026-05-15
2294,436,138,CAM00018,PDV000177,S,Otro,,2026-05-06,2026-05-15
2295,436,145,CAM00018,PDV000177,T,Auxiliar de farmacia,,2026-05-06,2026-05-15
2296,436,140,CAM00018,PDV000177,S,No,,2026-05-06,2026-05-15
2297,436,144,CAM00018,PDV000177,M,Segundo espacio,,2026-05-06,2026-05-15
2298,436,137,CAM00018,PDV000177,T,OK,,2026-05-06,2026-05-15
2299,436,147,CAM00018,PDV000177,T,,,2026-05-06,2026-05-15
2300,436,141,CAM00018,PDV000177,S,10 o mas,No,2026-05-06,2026-05-15
2301,436,143,CAM00018,PDV000177,T,Sin comentarios,,2026-05-06,2026-05-15
2302,437,139,CAM00018,PDV000085,S,7,,2026-03-30,2026-04-26
2303,437,,CAM00018,PDV000085,S,No,,2026-03-30,2026-04-26
2304,437,142,CAM00018,PDV000085,S,5,,2026-03-30,2026-04-26
2305,437,145,CAM00018,PDV000085,T,Sin comentarios,Si,2026-03-30,2026-04-26
2306,437,147,CAM00018,PDV000085,T,Farmacéutico adjunto,Si,2026-03-30,2026-04-26
2307,437,143,CAM00018,PDV000085,T,OK,No,2026-03-30,2026-04-26
2308,437,138,CAM00018,PDV000085,S,Otro,No,2026-03-30,2026-04-26
2309,438,142,CAM00018,PDV000239,S,3,Si,2026-03-14,2026-04-08
2310,438,137,CAM00018,PDV000239,T,Auxiliar de farmacia,,2026-03-14,2026-04-08
2311,438,144,CAM00018,PDV000239,M,Mejora altura,,2026-03-14,2026-04-08
2312,438,140,CAM00018,PDV000239,S,Si,,2026-03-14,2026-04-08
2313,438,141,CAM00018,PDV000239,S,9,Si,2026-03-14,2026-04-08
2314,438,143,CAM00018,PDV000239,T,Sin comentarios,Si,2026-03-14,2026-04-08
2315,438,139,CAM00018,PDV000239,S,7,,2026-03-14,2026-04-08
2316,439,,CAM00018,PDV000240,S,"0, No esta expuesto",Si,2026-05-14,2026-05-15
2317,439,147,CAM00018,PDV000240,T,OK,,2026-05-14,2026-05-15
2318,439,143,CAM00018,PDV000240,T,Titular disponible,Si,2026-05-14,2026-05-15
2319,439,140,CAM00018,PDV000240,S,Si,,2026-05-14,2026-05-15
2320,439,138,CAM00018,PDV000240,S,Farmacia con producto expuesto,No,2026-05-14,2026-05-15
2321,439,146,CAM00018,PDV000240,M,Segundo espacio,,2026-05-14,2026-05-15
2322,439,139,CAM00018,PDV000240,S,"0, No lo trabajan",,2026-05-14,2026-05-15
2323,439,142,CAM00018,PDV000240,S,6,,2026-05-14,2026-05-15
2324,439,145,CAM00018,PDV000240,T,,Si,2026-05-14,2026-05-15
2325,439,,CAM00018,PDV000240,M,Mejora altura,,2026-05-14,2026-05-15
2326,439,137,CAM00018,PDV000240,T,Farmacéutico adjunto,,2026-05-14,2026-05-15
2327,440,137,CAM00018,PDV000237,T,Titular disponible,,2026-05-12,2026-05-19
2328,440,138,CAM00018,PDV000237,S,Farmacia con producto expuesto,,2026-05-12,2026-05-19
2329,440,139,CAM00018,PDV000237,S,5,,2026-05-12,2026-05-19
2330,440,146,CAM00018,PDV000237,M,Mejora planograma,,2026-05-12,2026-05-19
2331,440,144,CAM00018,PDV000237,M,Mejora planograma,,2026-05-12,2026-05-19
2332,440,145,CAM00018,PDV000237,T,Sin comentarios,Si,2026-05-12,2026-05-19
2333,440,142,CAM00018,PDV000237,S,1,,2026-05-12,2026-05-19
2334,441,142,CAM00018,PDV000051,S,"0, No lo trabajan",,2026-04-07,2026-05-11
2335,441,137,CAM00018,PDV000051,T,Pendiente de confirmar,,2026-04-07,2026-05-11
2336,441,139,CAM00018,PDV000051,S,,,2026-04-07,2026-05-11
2337,441,143,CAM00018,PDV000051,T,OK,,2026-04-07,2026-05-11
2338,441,144,CAM00018,PDV000051,M,Ampliar facings ,No,2026-04-07,2026-05-11
2339,441,141,CAM00018,PDV000051,S,2,Si,2026-04-07,2026-05-11
2340,441,145,CAM00018,PDV000051,T,,,2026-04-07,2026-05-11
2341,441,147,CAM00018,PDV000051,T,Auxiliar de farmacia,,2026-04-07,2026-05-11
2342,441,146,CAM00018,PDV000051,M,Segundo espacio ,,2026-04-07,2026-05-11
2343,441,138,CAM00018,PDV000051,S,Farmacia orientada dermo,,2026-04-07,2026-05-11
2344,441,140,CAM00018,PDV000051,S,Si ,,2026-04-07,2026-05-11
2345,442,138,CAM00018,PDV000027,S,Farmacia blanca,No,2026-02-25,2026-05-07
2346,442,142,CAM00018,PDV000027,S,5,Si,2026-02-25,2026-05-07
2347,443,138,CAM00018,PDV000082,S,Farmacia pequeña,,2026-03-03,2026-03-24
2348,443,141,CAM00018,PDV000082,S,4,No,2026-03-03,2026-03-24
2349,443,144,CAM00018,PDV000082,M,Ampliar facings,Si,2026-03-03,2026-03-24
2350,443,147,CAM00018,PDV000082,T,Pendiente de confirmar,,2026-03-03,2026-03-24
2351,443,,CAM00018,PDV000082,S,9,,2026-03-03,2026-03-24
2352,443,,CAM00018,PDV000082,T,Pendiente de confirmar,,2026-03-03,2026-03-24
2353,443,146,CAM00018,PDV000082,M,Sacar del cajon,,2026-03-03,2026-03-24
2354,444,146,CAM00018,PDV000166,M,Segundo espacio,No,2026-05-18,2026-05-19
2355,444,139,CAM00018,PDV000166,S,4,,2026-05-18,2026-05-19
2356,444,145,CAM00018,PDV000166,T,Farmacéutico adjunto,,2026-05-18,2026-05-19
2357,444,141,CAM00018,PDV000166,S,1,,2026-05-18,2026-05-19
2358,444,138,CAM00018,PDV000166,S,Farmacia de pueblo,No,2026-05-18,2026-05-19
2359,444,140,CAM00018,PDV000166,S,Si,,2026-05-18,2026-05-19
2360,444,142,CAM00018,PDV000166,S,3,,2026-05-18,2026-05-19
2361,445,140,CAM00018,PDV000120,S,,,2026-02-16,2026-04-28
2362,445,139,CAM00018,PDV000120,S,"0, No lo trabajan",,2026-02-16,2026-04-28
2363,445,142,CAM00018,PDV000120,S,9,,2026-02-16,2026-04-28
2364,445,138,CAM00018,PDV000120,S,Farmacia orientada dermo,,2026-02-16,2026-04-28
2365,445,137,CAM00018,PDV000120,T,Titular disponible,,2026-02-16,2026-04-28
2366,445,143,CAM00018,PDV000120,T,OK,,2026-02-16,2026-04-28
2367,445,145,CAM00018,PDV000120,T,,Si,2026-02-16,2026-04-28
2368,445,141,CAM00018,PDV000120,S,7,,2026-02-16,2026-04-28
2369,445,147,CAM00018,PDV000120,T,Farmacéutico adjunto,,2026-02-16,2026-04-28
2370,445,146,CAM00018,PDV000120,M,Ampliar facings,,2026-02-16,2026-04-28
2371,445,144,CAM00018,PDV000120,M,Sacar del cajon,,2026-02-16,2026-04-28
2372,446,,CAM00018,PDV000012,S,10 o mas,,2026-04-18,2026-05-01
2373,446,143,CAM00018,PDV000012,T,Farmacéutico adjunto,Si,2026-04-18,2026-05-01
2374,446,146,CAM00018,PDV000012,M,Mejora altura,,2026-04-18,2026-05-01
2375,446,145,CAM00018,PDV000012,T,Auxiliar de farmacia,,2026-04-18,2026-05-01
2376,446,147,CAM00018,PDV000012,T,Sin comentarios,Si,2026-04-18,2026-05-01
2377,446,142,CAM00018,PDV000012,S,8 ,,2026-04-18,2026-05-01
2378,446,138,CAM00018,PDV000012,S,Farmacia orientada dermo ,,2026-04-18,2026-05-01
2379,447,137,CAM00018,PDV000248,T,OK,,2026-02-22,2026-04-11
2380,447,139,CAM00018,PDV000248,S,2,,2026-02-22,2026-04-11
2381,447,144,CAM00018,PDV000248,M,Sacar del cajon,Si,2026-02-22,2026-04-11
2382,447,140,CAM00018,PDV000248,,Si,,2026-02-22,2026-04-11
2383,447,145,CAM00018,PDV000248,,Titular disponible,No,2026-02-22,2026-04-11
2384,447,142,CAM00018,PDV000248,S,"0, No lo trabajan",No,2026-02-22,2026-04-11
2385,447,138,CAM00018,PDV000248,S,Farmacia de pueblo,Si,2026-02-22,2026-04-11
2386,447,143,CAM00018,PDV000248,T,Farmacéutico adjunto,,2026-02-22,2026-04-11
2387,447,146,CAM00018,PDV000248,M,,No,2026-02-22,2026-04-11
2388,447,141,CAM00018,PDV000248,S,10 o mas,,2026-02-22,2026-04-11
2389,447,147,CAM00018,PDV000248,T,Farmacéutico adjunto,,2026-02-22,2026-04-11
2390,448,139,CAM00018,PDV000182,S,6,,2026-03-08,2026-04-09
2391,448,141,CAM00018,PDV000182,S,7,No,2026-03-08,2026-04-09
2392,448,138,CAM00018,PDV000182,S,Otro,No,2026-03-08,2026-04-09
2393,448,143,CAM00018,PDV000182,T,Sin comentarios,,2026-03-08,2026-04-09
2394,448,144,CAM00018,PDV000182,M,,Si,2026-03-08,2026-04-09
2395,448,137,CAM00018,PDV000182,T,Farmacéutico adjunto,,2026-03-08,2026-04-09
2396,448,146,CAM00018,PDV000182,M,Mejora altura,,2026-03-08,2026-04-09
2397,449,147,CAM00018,PDV000038,T,Sin comentarios,No,2026-02-26,2026-04-22
2398,449,139,CAM00018,PDV000038,S,"0, No lo trabajan",,2026-02-26,2026-04-22
2399,449,138,CAM00018,PDV000038,S,Farmacia con producto expuesto,,2026-02-26,2026-04-22
2400,449,141,CAM00018,PDV000038,S,1 ,,2026-02-26,2026-04-22
2401,449,146,CAM00018,PDV000038,M,Mejora planograma,,2026-02-26,2026-04-22
2402,449,142,CAM00018,PDV000038,S,,,2026-02-26,2026-04-22
2403,449,,CAM00018,PDV000038,T,Pendiente de confirmar,Si,2026-02-26,2026-04-22
2404,450,144,CAM00018,PDV000023,M,Segundo espacio,,2026-03-23,2026-03-23
2405,450,147,CAM00018,PDV000023,T,OK,,2026-03-23,2026-03-23
2406,450,140,CAM00018,PDV000023,S,Si,No,2026-03-23,2026-03-23
2407,450,143,CAM00018,PDV000023,T,Titular disponible,No,2026-03-23,2026-03-23
2408,450,142,CAM00018,PDV000023,S,7,Si,2026-03-23,2026-03-23
2409,450,146,CAM00018,PDV000023,M,Segundo espacio,,2026-03-23,2026-03-23
2410,450,145,CAM00018,PDV000023,T,Farmacéutico adjunto,,2026-03-23,2026-03-23
2411,451,159,CAM00019,PDV000032,,Sacar del cajon,,2026-03-02,2026-04-24
2412,451,158,CAM00019,PDV000032,S,Si,,2026-03-02,2026-04-24
2413,451,148,CAM00019,PDV000032,T,Farmacéutico adjunto,,2026-03-02,2026-04-24
2414,451,155,CAM00019,PDV000032,S,Visita OK,,2026-03-02,2026-04-24
2415,451,154,CAM00019,PDV000032,M,Mejora altura,,2026-03-02,2026-04-24
2416,451,149,CAM00019,PDV000032,N,1,,2026-03-02,2026-04-24
2417,451,150,CAM00019,PDV000032,T,Pendiente de confirmar,Si,2026-03-02,2026-04-24
2418,452,155,CAM00019,PDV000052,S,No permiten por falta de stock,,2026-02-27,2026-04-09
2419,452,,CAM00019,PDV000052,N,10,,2026-02-27,2026-04-09
2420,453,158,CAM00019,PDV000040,,Si,Si,2026-01-29,2026-03-17
2421,453,159,CAM00019,PDV000040,M,Mejora planograma,,2026-01-29,2026-03-17
2422,453,148,CAM00019,PDV000040,T,Sin comentarios,,2026-01-29,2026-03-17
2423,453,157,CAM00019,PDV000040,T,Pendiente de confirmar,Si,2026-01-29,2026-03-17
2424,453,151,CAM00019,PDV000040,M,Sacar del cajon,Si,2026-01-29,2026-03-17
2425,453,149,CAM00019,PDV000040,N,30,,2026-01-29,2026-03-17
2426,453,150,CAM00019,PDV000040,T,Farmacéutico adjunto,No,2026-01-29,2026-03-17
2427,453,156,CAM00019,PDV000040,,Pendiente de confirmar,No,2026-01-29,2026-03-17
2428,453,155,CAM00019,PDV000040,S,Revisita,Si,2026-01-29,2026-03-17
2429,453,152,CAM00019,PDV000040,T,,,2026-01-29,2026-03-17
2430,453,154,CAM00019,PDV000040,M,,No,2026-01-29,2026-03-17
2431,453,153,CAM00019,PDV000040,S,Si,,2026-01-29,2026-03-17
2432,454,154,CAM00019,PDV000096,M,Mejora altura,,2026-01-28,2026-03-31
2433,454,155,CAM00019,PDV000096,S,En obras,,2026-01-28,2026-03-31
2434,454,148,CAM00019,PDV000096,T,OK,,2026-01-28,2026-03-31
2435,454,158,CAM00019,PDV000096,S,No,Si,2026-01-28,2026-03-31
2436,454,159,CAM00019,PDV000096,M,Mejora planograma,,2026-01-28,2026-03-31
2437,454,153,CAM00019,PDV000096,S,Si ,,2026-01-28,2026-03-31
2438,454,152,CAM00019,PDV000096,T,Auxiliar de farmacia,Si,2026-01-28,2026-03-31
2439,455,153,CAM00019,PDV000059,S,Si,,2026-02-07,2026-03-11
2440,455,150,CAM00019,PDV000059,T,Farmacéutico adjunto,,2026-02-07,2026-03-11
2441,455,155,CAM00019,PDV000059,S,No permiten por falta de stock,,2026-02-07,2026-03-11
2442,455,158,CAM00019,PDV000059,S,No,No,2026-02-07,2026-03-11
2443,455,151,CAM00019,PDV000059,M,Segundo espacio,,2026-02-07,2026-03-11
2444,455,148,CAM00019,PDV000059,T,Pendiente de confirmar,,2026-02-07,2026-03-11
2445,455,154,CAM00019,PDV000059,M,Sacar del cajon,,2026-02-07,2026-03-11
2446,456,154,CAM00019,PDV000213,M,Mejora altura,Si,2026-03-13,2026-03-26
2447,456,152,CAM00019,PDV000213,T,,,2026-03-13,2026-03-26
2448,456,,CAM00019,PDV000213,,Mejora planograma,,2026-03-13,2026-03-26
2449,456,150,CAM00019,PDV000213,T,Pendiente de confirmar,,2026-03-13,2026-03-26
2450,456,156,CAM00019,PDV000213,T,Auxiliar de farmacia,,2026-03-13,2026-03-26
2451,456,158,CAM00019,PDV000213,S,Si,,2026-03-13,2026-03-26
2452,456,148,CAM00019,PDV000213,T,Titular disponible,,2026-03-13,2026-03-26
2453,457,157,CAM00019,PDV000185,T,Sin comentarios,,2026-02-22,2026-04-22
2454,457,158,CAM00019,PDV000185,S,No,,2026-02-22,2026-04-22
2455,458,162,CAM00020,PDV000092,M,Reflex Gel,,2026-05-09,2026-05-14
2456,458,167,CAM00020,PDV000092,S,Visita OK,,2026-05-09,2026-05-14
2457,458,164,CAM00020,PDV000092,S,7,Si,2026-05-09,2026-05-14
2458,458,163,CAM00020,PDV000092,S,"0, No tienen stock",,2026-05-09,2026-05-14
2459,458,166,CAM00020,PDV000092,S,Titular,,2026-05-09,2026-05-14
2460,459,163,CAM00020,PDV000079,S,7 ,No,2026-02-11,2026-03-13
2461,459,160,CAM00020,PDV000079,T,Titular disponible,,2026-02-11,2026-03-13
2462,459,164,CAM00020,PDV000079,S,10 o mas,,2026-02-11,2026-03-13
2463,459,168,CAM00020,PDV000079,,Farmacéutico adjunto,,2026-02-11,2026-03-13
2464,459,166,CAM00020,PDV000079,S,Titular,,2026-02-11,2026-03-13
2465,460,162,CAM00020,PDV000043,M,No necesitan nada,,2026-01-21,2026-04-02
2466,460,164,CAM00020,PDV000043,S,"0, No esta expuesto",,2026-01-21,2026-04-02
2467,460,168,CAM00020,PDV000043,T,Farmacéutico adjunto,Si,2026-01-21,2026-04-02
2468,460,161,CAM00020,PDV000043,N,3,,2026-01-21,2026-04-02
2469,460,163,CAM00020,PDV000043,S,7,,2026-01-21,2026-04-02
2470,461,167,CAM00020,PDV000167,S,Material entregado en mano ,No,2026-05-08,2026-05-16
2471,461,163,CAM00020,PDV000167,S,1,,2026-05-08,2026-05-16
2472,461,160,CAM00020,PDV000167,T,OK,Si,2026-05-08,2026-05-16
2473,461,161,CAM00020,PDV000167,N,20,Si,2026-05-08,2026-05-16
2474,461,166,CAM00020,PDV000167,S,,,2026-05-08,2026-05-16
2475,462,166,CAM00020,PDV000047,S,Auxiliar,No,2026-03-31,2026-05-02
2476,462,165,CAM00020,PDV000047,S,"0, No tienen stock ",,2026-03-31,2026-05-02
2477,462,161,CAM00020,PDV000047,N,60,No,2026-03-31,2026-05-02
2478,462,164,CAM00020,PDV000047,S,,,2026-03-31,2026-05-02
2479,462,162,CAM00020,PDV000047,M,Nurofen,No,2026-03-31,2026-05-02
2480,462,160,CAM00020,PDV000047,T,Farmacéutico adjunto,,2026-03-31,2026-05-02
2481,462,167,CAM00020,PDV000047,S,Escaparate ocupado,,2026-03-31,2026-05-02
2482,462,168,CAM00020,PDV000047,,Sin comentarios,,2026-03-31,2026-05-02
2483,462,163,CAM00020,PDV000047,S,2,,2026-03-31,2026-05-02
2484,463,163,CAM00020,PDV000183,S,7 ,,2026-01-08,2026-04-25
2485,463,166,CAM00020,PDV000183,S,Titular,,2026-01-08,2026-04-25
2486,463,168,CAM00020,PDV000183,T,,Si,2026-01-08,2026-04-25
2487,463,165,CAM00020,PDV000183,S,9,Si,2026-01-08,2026-04-25
2488,463,167,CAM00020,PDV000183,S,Revisita ,Si,2026-01-08,2026-04-25
2489,464,165,CAM00020,PDV000099,S,7,Si,2026-02-22,2026-04-17
2490,464,164,CAM00020,PDV000099,S,6,Si,2026-02-22,2026-04-17
2491,464,162,CAM00020,PDV000099,M,Gavinatura,No,2026-02-22,2026-04-17
2492,464,160,CAM00020,PDV000099,T,Titular disponible,,2026-02-22,2026-04-17
2493,464,161,CAM00020,PDV000099,N,15,,2026-02-22,2026-04-17
2494,465,164,CAM00020,PDV000145,S,9 ,,2026-03-12,2026-05-03
2495,465,166,CAM00020,PDV000145,S,Titular,No,2026-03-12,2026-05-03
2496,465,161,CAM00020,PDV000145,N,2,,2026-03-12,2026-05-03
2497,465,163,CAM00020,PDV000145,S,4,Si,2026-03-12,2026-05-03
2498,465,168,CAM00020,PDV000145,T,Auxiliar de farmacia,No,2026-03-12,2026-05-03
2499,466,161,CAM00020,PDV000185,N,,,2026-05-02,2026-05-19
2500,466,164,CAM00020,PDV000185,S,3,,2026-05-02,2026-05-19
2501,466,163,CAM00020,PDV000185,S,4,Si,2026-05-02,2026-05-19
2502,466,165,CAM00020,PDV000185,S,"0, No tienen stock",,2026-05-02,2026-05-19
2503,466,167,CAM00020,PDV000185,S,No permiten por falta de stock,Si,2026-05-02,2026-05-19
2504,467,167,CAM00020,PDV000157,S,Revisita,,2026-04-02,2026-04-27
2505,467,165,CAM00020,PDV000157,S,8,,2026-04-02,2026-04-27
2506,467,162,CAM00020,PDV000157,M,Nurofen,,2026-04-02,2026-04-27
2507,467,166,CAM00020,PDV000157,S,Auxiliar,,2026-04-02,2026-04-27
2508,467,163,CAM00020,PDV000157,S,8,No,2026-04-02,2026-04-27
2509,467,168,CAM00020,PDV000157,T,Pendiente de confirmar,Si,2026-04-02,2026-04-27
2510,467,161,CAM00020,PDV000157,N,3,,2026-04-02,2026-04-27
2511,467,164,CAM00020,PDV000157,S,3,Si,2026-04-02,2026-04-27
2512,467,160,CAM00020,PDV000157,T,Auxiliar de farmacia,,2026-04-02,2026-04-27
2513,468,166,CAM00020,PDV000193,S,Adjunto,,2026-03-05,2026-03-31
2514,468,168,CAM00020,PDV000193,T,Pendiente de confirmar,No,2026-03-05,2026-03-31
2515,469,163,CAM00020,PDV000058,S,8,,2026-02-13,2026-02-14
2516,469,168,CAM00020,PDV000058,T,Pendiente de confirmar,No,2026-02-13,2026-02-14
2517,469,,CAM00020,PDV000058,S,4,,2026-02-13,2026-02-14
2518,469,160,CAM00020,PDV000058,T,OK,,2026-02-13,2026-02-14
2519,469,162,CAM00020,PDV000058,,Gavidigest,,2026-02-13,2026-02-14
2520,470,160,CAM00020,PDV000034,T,Titular disponible,Si,2026-04-27,2026-05-05
2521,470,168,CAM00020,PDV000034,T,Sin comentarios,,2026-04-27,2026-05-05
2522,470,161,CAM00020,PDV000034,N,60,No,2026-04-27,2026-05-05
2523,470,166,CAM00020,PDV000034,S,Otro,,2026-04-27,2026-05-05
2524,470,163,CAM00020,PDV000034,S,"0, No lo trabajan",No,2026-04-27,2026-05-05
2525,471,169,CAM00021,PDV000010,S,Agendada,No,2026-01-15,2026-01-30
2526,471,170,CAM00021,PDV000010,S,5,,2026-01-15,2026-01-30
2527,472,172,CAM00021,PDV000200,S,7,No,2026-01-18,2026-05-16
2528,472,169,CAM00021,PDV000200,S,Agendada,,2026-01-18,2026-05-16
2529,473,172,CAM00021,PDV000157,S,2,No,2026-03-13,2026-03-21
2530,473,170,CAM00021,PDV000157,S,2,,2026-03-13,2026-03-21
2531,474,172,CAM00021,PDV000076,S,"0, No tienen stock",,2026-01-27,2026-01-29
2532,474,171,CAM00021,PDV000076,S,1,,2026-01-27,2026-01-29
2533,475,169,CAM00021,PDV000060,S,Agendada,No,2026-02-04,2026-03-15
2534,475,170,CAM00021,PDV000060,S,2,,2026-02-04,2026-03-15
2535,476,172,CAM00021,PDV000193,S,6,,2026-02-18,2026-03-09
2536,476,171,CAM00021,PDV000193,S,"0, No esta expuesto",,2026-02-18,2026-03-09
2537,477,171,CAM00021,PDV000138,S,4,,2026-01-26,2026-02-18
2538,477,172,CAM00021,PDV000138,S,"0, No lo trabajan",,2026-01-26,2026-02-18
2539,478,171,CAM00021,PDV000204,S,3,,2026-03-21,2026-05-06
2540,478,169,CAM00021,PDV000204,S,No agendada,,2026-03-21,2026-05-06
2541,479,171,CAM00021,,S,8,,2026-01-14,2026-02-11
2542,479,172,CAM00021,,S,,No,2026-01-14,2026-02-11
2543,479,170,CAM00021,,S,5 ,,2026-01-14,2026-02-11
2544,479,169,CAM00021,,S,No agendada ,,2026-01-14,2026-02-11
2545,480,,CAM00021,PDV000021,,2,,2026-01-06,2026-05-05
2546,480,169,CAM00021,PDV000021,S,Agendada,,2026-01-06,2026-05-05
2547,481,172,CAM00021,PDV000243,S,3,,2026-01-06,2026-02-04
2548,481,170,CAM00021,PDV000243,S,"0, No esta expuesto",Si,2026-01-06,2026-02-04
2549,482,171,CAM00021,PDV000165,S,5,,2026-02-25,2026-05-01
2550,482,170,CAM00021,PDV000165,S,9,,2026-02-25,2026-05-01
2551,483,,CAM00021,PDV000038,S,No agendada,,2026-03-17,2026-05-08
2552,483,170,CAM00021,PDV000038,S,3,No,2026-03-17,2026-05-08
2553,484,171,CAM00021,PDV000243,S,8,,2026-01-19,2026-02-18
2554,484,,CAM00021,PDV000243,S,No agendada,Si,2026-01-19,2026-02-18
2555,485,172,CAM00021,PDV000177,S,1,,2026-02-14,2026-04-30
2556,485,170,CAM00021,PDV000177,S,5,No,2026-02-14,2026-04-30
2557,486,170,CAM00021,PDV000159,S,10 o mas,,2026-03-20,2026-04-25
2558,486,169,CAM00021,PDV000159,S,No agendada,No,2026-03-20,2026-04-25
2559,487,,CAM00021,PDV000047,S,2,,2026-02-23,2026-02-28
2560,487,169,CAM00021,PDV000047,S,,,2026-02-23,2026-02-28
2561,488,171,CAM00021,PDV000210,S,9,,2026-03-10,2026-03-12
2562,488,169,CAM00021,PDV000210,S,Agendada,,2026-03-10,2026-03-12
2563,489,169,CAM00021,PDV000158,S,Agendada,,2026-02-12,2026-03-15
2564,489,170,CAM00021,PDV000158,S,7,,2026-02-12,2026-03-15
